Player,DOB,player_key,Team,Position,Games played,Entering NCAA Season,Height Display,Weight Display,Active hand,Nationality,Category,Metric,Per-game value,NCAA Avg,Percentile,Season,Season GP,Season Points,Season Goals,Season Assists,Season PIM
Connor Pelc,2003-04-28,Connor Pelc|2003-04-28,Mercyhurst,F,21,4,"6'2""",205,Right,,Offense,Assists,0.1,0.30043859649122806,8.91812865497076,2025-26,21,3.0,1.0,2.0,
Quinn Rudrud,2001-08-18,Quinn Rudrud|2001-08-18,Augustana,F,20,4,"6'2""",185,Right,,Offense,Assists,0.05,0.30043859649122806,1.9005847953216373,2025-26,20,2.0,1.0,1.0,
Ben Robertson,2004-09-18,Ben Robertson|2004-09-18,Michigan,D,42,4,"5'11""",181,Left,,Offense,Assists,0.55,0.2481720430107527,95.6989247311828,2025-26,42,25.0,2.0,23.0,
John Waldron,2002-11-13,John Waldron|2002-11-13,Arizona State,F,21,5,"6'1""",185,Right,,Offense,Assists,0.33,0.30043859649122806,65.05847953216374,2025-26,21,8.0,1.0,7.0,
Nicholas Remissong,2002-05-19,Nicholas Remissong|2002-05-19,Air Force Falcons,F,19,4,"6'0""",185,Left,,Offense,Assists,0.11,0.30043859649122806,12.280701754385964,2025-26,19,3.0,1.0,2.0,
Ethan Lund,2001-03-16,Ethan Lund|2001-03-16,Niagara,D,37,5,"5'10""",185,Left,,Offense,Assists,0.14,0.2481720430107527,27.688172043010752,2025-26,37,7.0,2.0,5.0,
Ryan Upson,2001-03-22,Ryan Upson|2001-03-22,Bentley,F,41,5,"6'0""",185,Left,,Offense,Assists,0.29,0.30043859649122806,54.53216374269005,2025-26,41,14.0,2.0,12.0,
Brody Gagno,2002-07-29,Brody Gagno|2002-07-29,Holy Cross,D,37,4,"6'1""",190,Right,,Offense,Assists,0.22,0.2481720430107527,50.0,2025-26,37,10.0,2.0,8.0,
Theo Wallberg,2003-12-04,Theo Wallberg|2003-12-04,Western Michigan,D,38,4,"6'5""",203,Left,,Offense,Assists,0.26,0.2481720430107527,60.483870967741936,2025-26,38,12.0,2.0,10.0,
Kent Anderson,2003-11-13,Kent Anderson|2003-11-13,Denver,D,44,5,"6'3""",205,Right,,Offense,Assists,0.05,0.2481720430107527,7.258064516129033,2025-26,44,4.0,2.0,2.0,
Carter Rose,2002-08-09,Carter Rose|2002-08-09,Union,D,37,4,"6'1""",194,Left,,Offense,Assists,0.19,0.2481720430107527,42.473118279569896,2025-26,37,9.0,2.0,7.0,
Joe Prouty,2001-11-29,Joe Prouty|2001-11-29,Michigan Tech,D,38,5,"6'0""",181,Right,,Offense,Assists,0.29,0.2481720430107527,66.39784946236558,2025-26,38,13.0,2.0,11.0,
Thomas Messineo,2002-05-02,Thomas Messineo|2002-05-02,UConn,D,38,5,"6'0""",190,Left,,Offense,Assists,0.13,0.2481720430107527,24.462365591397848,2025-26,38,7.0,2.0,5.0,
Aiden Dubinsky,2004-04-28,Aiden Dubinsky|2004-04-28,Wisconsin,D,40,5,"6'0""",181,Right,,Offense,Assists,0.08,0.2481720430107527,14.24731182795699,2025-26,40,5.0,2.0,3.0,
Ross Roloson,2003-01-30,Ross Roloson|2003-01-30,Niagara,D,38,4,"5'11""",172,Right,,Offense,Assists,0.16,0.2481720430107527,33.33333333333333,2025-26,38,8.0,2.0,6.0,
Mason Wheeler,2001-09-29,Mason Wheeler|2001-09-29,Minnesota State,D,40,5,"6'1""",194,Left,,Offense,Assists,0.15,0.2481720430107527,30.913978494623656,2025-26,40,8.0,2.0,6.0,
Sawyer Scholl,2002-02-14,Sawyer Scholl|2002-02-14,Minnesota State,F,39,4,"6'2""",190,Left,,Offense,Assists,0.1,0.30043859649122806,8.91812865497076,2025-26,39,6.0,2.0,4.0,
Axel Kumlin,2002-02-23,Axel Kumlin|2002-02-23,Notre Dame,D,37,5,"6'1""",196,Right,,Offense,Assists,0.32,0.2481720430107527,73.11827956989248,2025-26,37,14.0,2.0,12.0,
Trevor Taulien,2003-04-14,Trevor Taulien|2003-04-14,Ferris State,D,39,4,"6'5""",225,Right,,Offense,Assists,0.1,0.2481720430107527,18.548387096774192,2025-26,39,6.0,2.0,4.0,
Kirklan Irey,2001-01-08,Kirklan Irey|2001-01-08,Bemidji State,F,37,5,"5'11""",172,Left,,Offense,Assists,0.27,0.30043859649122806,51.16959064327485,2025-26,37,12.0,2.0,10.0,
Jack Malinski,2002-06-23,Jack Malinski|2002-06-23,Vermont,D,23,4,"5'10""",170,Right,,Offense,Assists,0.39,0.2481720430107527,81.98924731182797,2025-26,23,10.0,1.0,9.0,
Luke Antonacci,2002-11-26,Luke Antonacci|2002-11-26,Lake Superior State,D,26,5,"5'9""",170,Right,,Offense,Assists,0.04,0.2481720430107527,4.56989247311828,2025-26,26,2.0,1.0,1.0,
Tyler Nasca,2001-01-09,Tyler Nasca|2001-01-09,Mercyhurst,D,26,4,"5'10""",165,Right,,Offense,Assists,,0.2481720430107527,,2025-26,26,1.0,1.0,,
Rihards Simanovics,2003-10-07,Rihards Simanovics|2003-10-07,Bowling Green,D,26,4,"6'3""",205,Left,,Offense,Assists,,0.2481720430107527,,2025-26,26,1.0,1.0,,
Brad McNeil,2002-03-15,Brad McNeil|2002-03-15,Rensselaer,F,25,4,"6'1""",181,Left,,Offense,Assists,,0.30043859649122806,,2025-26,25,1.0,1.0,,
Tanyon Bajzer,2002-08-25,Tanyon Bajzer|2002-08-25,Alaska Anchorage,F,23,4,"6'1""",179,Right,,Offense,Assists,0.13,0.30043859649122806,20.029239766081872,2025-26,23,4.0,1.0,3.0,
Zachary Tonelli,2002-02-14,Zachary Tonelli|2002-02-14,Brown,F,28,5,"5'9""",170,Right,,Offense,Assists,0.07,0.30043859649122806,4.385964912280701,2025-26,28,3.0,1.0,2.0,
Maddox Fleming,2004-02-13,Maddox Fleming|2004-02-13,Notre Dame,F,27,4,"6'1""",194,Right,,Offense,Assists,0.15,0.30043859649122806,24.12280701754386,2025-26,27,5.0,1.0,4.0,
James Goffredo,2003-04-24,James Goffredo|2003-04-24,Rensselaer,D,26,4,"5'11""",185,Right,,Offense,Assists,0.15,0.2481720430107527,30.913978494623656,2025-26,26,5.0,1.0,4.0,
D.J. Hart,2002-02-23,D.J. Hart|2002-02-23,Union,D,25,4,"6'3""",209,Right,,Offense,Assists,0.2,0.2481720430107527,45.16129032258064,2025-26,25,6.0,1.0,5.0,
Noah Quinn,2003-06-02,Noah Quinn|2003-06-02,Bemidji State,F,23,4,"6'1""",176,Right,,Offense,Assists,0.22,0.30043859649122806,39.473684210526315,2025-26,23,6.0,1.0,5.0,
Blake Mesenburg,2002-06-05,Blake Mesenburg|2002-06-05,Miami,F,24,5,"5'11""",183,Left,,Offense,Assists,0.04,0.30043859649122806,1.3157894736842104,2025-26,24,2.0,1.0,1.0,
Axel Begley,2003-12-16,Axel Begley|2003-12-16,Minnesota,D,27,4,"6'2""",190,Left,,Offense,Assists,,0.2481720430107527,,2025-26,27,1.0,1.0,,
Greg Japchen,2001-12-17,Greg Japchen|2001-12-17,Robert Morris,D,33,4,"6'4""",205,Left,,Offense,Assists,0.03,0.2481720430107527,1.881720430107527,2025-26,33,2.0,1.0,1.0,
Casey Aman,2003-01-15,Casey Aman|2003-01-15,Penn State,D,30,4,"6'0""",185,Right,,Offense,Assists,0.13,0.2481720430107527,24.462365591397848,2025-26,30,5.0,1.0,4.0,
Griffin Ludtke,2003-02-01,Griffin Ludtke|2003-02-01,Nebraska-Omaha,D,37,5,"5'10""",170,Left,,Offense,Assists,0.46,0.2481720430107527,87.36559139784946,2025-26,37,18.0,1.0,17.0,
Cal Thomas,2003-05-08,Cal Thomas|2003-05-08,Minnesota,D,32,5,"6'0""",185,Left,,Offense,Assists,0.12,0.2481720430107527,21.774193548387096,2025-26,32,5.0,1.0,4.0,
Valtteri Piironen,2001-09-11,Valtteri Piironen|2001-09-11,Ferris State,D,29,5,"6'4""",201,Left,,Offense,Assists,0.24,0.2481720430107527,55.107526881720425,2025-26,29,8.0,1.0,7.0,
Nick Young,2001-09-12,Nick Young|2001-09-12,Union,D,37,5,"6'3""",216,Right,,Offense,Assists,0.08,0.2481720430107527,14.24731182795699,2025-26,37,4.0,1.0,3.0,
Liam Lesakowski,2003-12-12,Liam Lesakowski|2003-12-12,Sacred Heart,D,35,4,"6'5""",220,Left,,Offense,Assists,0.11,0.2481720430107527,19.623655913978492,2025-26,35,5.0,1.0,4.0,
MacDonald Gadowsky,2002-01-10,MacDonald Gadowsky|2002-01-10,Penn State,D,35,4,"6'3""",185,Left,,Offense,Assists,0.4,0.2481720430107527,82.79569892473118,2025-26,35,15.0,1.0,14.0,
Kyler Kovich,2002-01-31,Kyler Kovich|2002-01-31,Minnesota Duluth,F,39,5,"6'2""",181,Left,,Offense,Assists,,0.30043859649122806,,2025-26,39,1.0,1.0,,
Ethan Straky,2003-04-18,Ethan Straky|2003-04-18,Ohio State,D,33,5,"6'0""",187,Right,,Offense,Assists,0.18,0.2481720430107527,40.32258064516129,2025-26,33,7.0,1.0,6.0,
Crossley Stewart,2002-05-30,Crossley Stewart|2002-05-30,RIT,D,34,4,"6'3""",190,Left,,Offense,Assists,0.29,0.2481720430107527,66.39784946236558,2025-26,34,11.0,1.0,10.0,
Austin Oravetz,2003-09-26,Austin Oravetz|2003-09-26,Merrimack,D,39,4,"5'9""",192,Right,,Offense,Assists,0.31,0.2481720430107527,70.16129032258065,2025-26,39,13.0,1.0,12.0,
Jan Olenginski,2003-03-23,Jan Olenginski|2003-03-23,St. Lawrence,D,35,4,"5'9""",170,Right,,Offense,Assists,0.14,0.2481720430107527,27.688172043010752,2025-26,35,6.0,1.0,5.0,
Garrett Valk,2002-10-20,Garrett Valk|2002-10-20,Long Island,D,34,4,"6'3""",205,Right,,Offense,Assists,0.09,0.2481720430107527,16.666666666666664,2025-26,34,4.0,1.0,3.0,
Vincent Corcoran,2001-09-21,Vincent Corcoran|2001-09-21,Bemidji State,D,33,5,"5'8""",165,Left,,Offense,Assists,0.18,0.2481720430107527,40.32258064516129,2025-26,33,7.0,1.0,6.0,
Mason Poolman,2002-01-31,Mason Poolman|2002-01-31,St. Thomas,D,37,4,"6'1""",179,Left,,Offense,Assists,0.11,0.2481720430107527,19.623655913978492,2025-26,37,5.0,1.0,4.0,
Chase Cheslock,2004-10-25,Chase Cheslock|2004-10-25,St. Thomas,D,37,4,"6'3""",205,Right,,Offense,Assists,0.65,0.2481720430107527,98.38709677419355,2025-26,37,25.0,1.0,24.0,
Sean Vlasich,2001-04-20,Sean Vlasich|2001-04-20,Army West Point,D,33,5,"5'9""",174,Right,,Offense,Assists,0.06,0.2481720430107527,10.483870967741936,2025-26,33,3.0,1.0,2.0,
Kevin Anderson,2003-09-15,Kevin Anderson|2003-09-15,Princeton,F,34,4,"6'0""",174,Left,,Offense,Assists,0.12,0.30043859649122806,17.105263157894736,2025-26,34,5.0,1.0,4.0,
Dalton Norris,2001-09-28,Dalton Norris|2001-09-28,Bowling Green,D,29,5,"5'10""",183,Left,,Offense,Assists,0.48,0.2481720430107527,89.24731182795699,2025-26,29,15.0,1.0,14.0,
Mike Brown,2001-04-03,Mike Brown|2001-04-03,Lake Superior State,D,35,5,"6'2""",209,Left,,Offense,Assists,0.17,0.2481720430107527,37.096774193548384,2025-26,35,7.0,1.0,6.0,
Bryan Huggins,2002-03-26,Bryan Huggins|2002-03-26,Lake Superior State,D,31,5,"5'11""",181,Right,,Offense,Assists,0.13,0.2481720430107527,24.462365591397848,2025-26,31,5.0,1.0,4.0,
Tanner Rowe,2002-08-26,Tanner Rowe|2002-08-26,Ferris State,F,31,4,"6'1""",179,Left,,Offense,Assists,0.13,0.30043859649122806,20.029239766081872,2025-26,31,5.0,1.0,4.0,
Easton Zueger,2003-06-07,Easton Zueger|2003-06-07,Army West Point,D,30,4,"5'10""",187,Right,,Offense,Assists,0.2,0.2481720430107527,45.16129032258064,2025-26,30,7.0,1.0,6.0,
Tynan Ewart,2002-02-26,Tynan Ewart|2002-02-26,Northern Michigan,D,34,4,"6'2""",187,Left,,Offense,Assists,0.26,0.2481720430107527,60.483870967741936,2025-26,34,10.0,1.0,9.0,
Gabriel Lunn,2003-08-01,Gabriel Lunn|2003-08-01,Robert Morris,D,36,4,"6'0""",190,Left,,Offense,Assists,0.19,0.2481720430107527,42.473118279569896,2025-26,36,8.0,1.0,7.0,
Bennett Zmolek,2002-04-17,Bennett Zmolek|2002-04-17,North Dakota,D,34,4,"6'3""",190,Right,,Offense,Assists,0.09,0.2481720430107527,16.666666666666664,2025-26,34,4.0,1.0,3.0,
Grayson Dietrich,2001-12-18,Grayson Dietrich|2001-12-18,Niagara,F,37,4,"6'2""",185,Left,,Offense,Assists,0.11,0.30043859649122806,12.280701754385964,2025-26,37,5.0,1.0,4.0,
Aaron Pionk,2003-01-16,Aaron Pionk|2003-01-16,Minnesota Duluth,D,39,4,"6'1""",172,Left,,Offense,Assists,0.21,0.2481720430107527,47.8494623655914,2025-26,39,9.0,1.0,8.0,
Dominick Campione,2002-11-25,Dominick Campione|2002-11-25,Stonehill,D,36,4,"5'11""",154,Right,,Offense,Assists,0.17,0.2481720430107527,37.096774193548384,2025-26,36,7.0,1.0,6.0,
Alex Pineau,2003-01-21,Alex Pineau|2003-01-21,Brown,D,31,4,"6'3""",205,Right,,Offense,Assists,0.26,0.2481720430107527,60.483870967741936,2025-26,31,9.0,1.0,8.0,
John Mittelstadt,2001-10-27,John Mittelstadt|2001-10-27,Minnesota,F,37,5,"5'9""",176,Left,,Offense,Assists,0.08,0.30043859649122806,5.263157894736842,2025-26,37,4.0,1.0,3.0,
Cole Gordon,2002-12-09,Cole Gordon|2002-12-09,Rensselaer,F,34,4,"6'2""",198,Left,,Offense,Assists,0.09,0.30043859649122806,6.871345029239766,2025-26,34,4.0,1.0,3.0,
Cameron Kungle,2002-03-28,Cameron Kungle|2002-03-28,Merrimack,D,39,4,"6'2""",205,Left,,Offense,Assists,0.13,0.2481720430107527,24.462365591397848,2025-26,39,6.0,1.0,5.0,
Mitchell Becker,2001-05-24,Mitchell Becker|2001-05-24,Niagara,D,38,5,"6'4""",223,Right,,Offense,Assists,0.24,0.2481720430107527,55.107526881720425,2025-26,38,10.0,1.0,9.0,
Thomas Weis,2002-02-08,Thomas Weis|2002-02-08,Ohio State,F,34,4,"5'10""",181,Right,,Offense,Assists,0.12,0.30043859649122806,17.105263157894736,2025-26,34,5.0,1.0,4.0,
Glebs Prohorenkovs,2001-11-12,Glebs Prohorenkovs|2001-11-12,Niagara,F,36,5,"6'2""",187,Left,,Offense,Assists,0.42,0.30043859649122806,77.19298245614034,2025-26,36,16.0,1.0,15.0,
Lachlan Getz,2002-02-01,Lachlan Getz|2002-02-01,Holy Cross,D,32,5,"6'3""",185,Right,,Offense,Assists,0.09,0.2481720430107527,16.666666666666664,2025-26,32,3.0,,3.0,
Bayard Hall,2002-08-16,Bayard Hall|2002-08-16,Yale,D,22,5,"6'1""",185,Right,,Offense,Assists,0.05,0.2481720430107527,7.258064516129033,2025-26,22,1.0,,1.0,
Zach Schulz,2005-06-14,Zach Schulz|2005-06-14,Wisconsin,D,13,4,"6'1""",196,Left,,Offense,Assists,0.31,0.2481720430107527,70.16129032258065,2025-26,13,4.0,,4.0,
Nicolas Ardanaz,2002-05-30,Nicolas Ardanaz|2002-05-30,Northern Michigan,D,31,5,"5'10""",185,Left,,Offense,Assists,0.03,0.2481720430107527,1.881720430107527,2025-26,31,1.0,,1.0,
Callum Gau,2002-06-19,Callum Gau|2002-06-19,Augustana,F,26,4,"6'1""",181,Left,,Offense,Assists,0.23,0.30043859649122806,41.812865497076025,2025-26,26,6.0,,6.0,
Ian Devlin,2002-01-07,Ian Devlin|2002-01-07,Princeton,D,35,4,"6'2""",196,Left,,Offense,Assists,0.14,0.2481720430107527,27.688172043010752,2025-26,35,5.0,,5.0,
Will Svenddal,2001-10-12,Will Svenddal|2001-10-12,Augustana,D,32,4,"6'0""",196,Left,,Offense,Assists,0.03,0.2481720430107527,1.881720430107527,2025-26,32,1.0,,1.0,
Travis Shoudy,2002-03-15,Travis Shoudy|2002-03-15,Michigan State,D,19,5,"5'10""",161,Left,,Offense,Assists,0.16,0.2481720430107527,33.33333333333333,2025-26,19,3.0,,3.0,
William Lawson-Body,2002-09-25,William Lawson-Body|2002-09-25,Alaska,F,14,4,"5'10""",170,Right,,Offense,Assists,0.07,0.30043859649122806,4.385964912280701,2025-26,14,1.0,,1.0,
Anthony Achille,2002-01-08,Anthony Achille|2002-01-08,Arizona State,F,12,4,"6'0""",174,Left,,Offense,Assists,,0.30043859649122806,,2025-26,12,,,,
Brady Cleveland,2005-04-01,Brady Cleveland|2005-04-01,Minnesota Duluth,D,38,4,"6'5""",220,Left,,Offense,Assists,0.05,0.2481720430107527,7.258064516129033,2025-26,38,2.0,,2.0,
Dean Bauchiero,2002-03-04,Dean Bauchiero|2002-03-04,Brown,F,16,4,"6'4""",216,Left,,Offense,Assists,0.06,0.30043859649122806,3.070175438596491,2025-26,16,1.0,,1.0,
Brandon Chabrier,2002-07-19,Brandon Chabrier|2002-07-19,Maine,D,32,5,"6'0""",185,Right,,Offense,Assists,0.31,0.2481720430107527,70.16129032258065,2025-26,32,10.0,,10.0,
Seth Bernard-Docker,2001-10-30,Seth Bernard-Docker|2001-10-30,Bentley,D,14,4,"6'0""",194,Right,,Offense,Assists,,0.2481720430107527,,2025-26,14,,,,
Matthew Campbell,2003-03-04,Matthew Campbell|2003-03-04,Merrimack,D,23,4,"6'1""",170,Left,,Offense,Assists,0.04,0.2481720430107527,4.56989247311828,2025-26,23,1.0,,1.0,
Kevin Scott,2003-04-30,Kevin Scott|2003-04-30,RIT,D,34,4,"6'3""",216,Right,,Offense,Assists,0.12,0.2481720430107527,21.774193548387096,2025-26,34,4.0,,4.0,
Ethan Mistry,2003-02-04,Ethan Mistry|2003-02-04,Brown,D,31,4,"5'10""",174,Left,,Offense,Assists,0.19,0.2481720430107527,42.473118279569896,2025-26,31,6.0,,6.0,
Jack Babbage,2000-08-30,Jack Babbage|2000-08-30,St. Lawrence,D,23,5,"6'1""",185,Left,,Offense,Assists,0.17,0.2481720430107527,37.096774193548384,2025-26,23,4.0,,4.0,
Riley Bodnarchuk,2001-06-01,Riley Bodnarchuk|2001-06-01,Minnesota Duluth,D,32,5,"6'4""",205,Left,,Offense,Assists,0.03,0.2481720430107527,1.881720430107527,2025-26,32,1.0,,1.0,
Aiden Celebrini,2004-10-26,Aiden Celebrini|2004-10-26,Boston University,D,37,4,"6'1""",190,Right,,Offense,Assists,0.16,0.2481720430107527,33.33333333333333,2025-26,37,6.0,,6.0,
Kasper Vaharautio,2002-10-02,Kasper Vaharautio|2002-10-02,Michigan Tech,D,11,4,"6'0""",187,Left,,Offense,Assists,,0.2481720430107527,,2025-26,11,,,,
Anthony Dowd,2003-04-25,Anthony Dowd|2003-04-25,Arizona State,D,27,4,"5'7""",152,Right,,Offense,Assists,0.15,0.2481720430107527,30.913978494623656,2025-26,27,4.0,,4.0,
Joseph Messina,2002-02-01,Joseph Messina|2002-02-01,Canisius,D,12,4,"5'9""",185,Left,,Offense,Assists,0.08,0.2481720430107527,14.24731182795699,2025-26,12,1.0,,1.0,
Gunnar VanDamme,2002-12-08,Gunnar VanDamme|2002-12-08,Rensselaer,D,34,4,"6'0""",190,Left,,Offense,Assists,0.12,0.2481720430107527,21.774193548387096,2025-26,34,4.0,,4.0,
Trent Sambrook,2002-01-03,Trent Sambrook|2002-01-03,Mercyhurst,D,21,4,"5'10""",174,Left,,Offense,Assists,0.14,0.2481720430107527,27.688172043010752,2025-26,21,3.0,,3.0,
Nic Belpedio,2001-10-09,Nic Belpedio|2001-10-09,Ferris State,D,31,5,"5'10""",194,Left,,Offense,Assists,0.16,0.2481720430107527,33.33333333333333,2025-26,31,5.0,,5.0,
Winter Wallace,2002-01-21,Winter Wallace|2002-01-21,Cornell,F,19,4,"6'3""",216,Right,,Offense,Assists,,0.30043859649122806,,2025-26,19,,,,
Nick Traggio,2001-08-01,Nick Traggio|2001-08-01,Brown,D,29,4,"6'2""",209,Left,,Offense,Assists,0.07,0.2481720430107527,12.634408602150538,2025-26,29,2.0,,2.0,
Adam Cardona,2003-10-05,Adam Cardona|2003-10-05,Alaska,D,33,4,"6'2""",201,Right,,Offense,Assists,0.18,0.2481720430107527,40.32258064516129,2025-26,33,6.0,,6.0,
Tucker Hartmann,2002-04-04,Tucker Hartmann|2002-04-04,Yale,D,30,4,"5'10""",174,Right,,Offense,Assists,,0.2481720430107527,,2025-26,30,,,,
Blake Dangos,2002-04-08,Blake Dangos|2002-04-08,Long Island,D,36,5,"5'10""",174,Left,,Offense,Assists,0.06,0.2481720430107527,10.483870967741936,2025-26,36,2.0,,2.0,
Duncan Ramsay,2004-02-08,Duncan Ramsay|2004-02-08,Vermont,D,33,4,"6'5""",212,Left,,Offense,Assists,0.09,0.2481720430107527,16.666666666666664,2025-26,33,3.0,,3.0,
Joe Solimine,2002-03-03,Joe Solimine|2002-03-03,Holy Cross,F,14,5,"5'8""",165,Left,,Offense,Assists,0.14,0.30043859649122806,21.929824561403507,2025-26,14,2.0,,2.0,
Nick Donato,2002-07-27,Nick Donato|2002-07-27,Miami,D,22,5,"6'0""",190,Right,,Offense,Assists,,0.2481720430107527,,2025-26,22,,,,
Cole Miller,2002-08-27,Cole Miller|2002-08-27,St. Thomas,D,37,4,"5'11""",181,Right,,Offense,Assists,0.14,0.2481720430107527,27.688172043010752,2025-26,37,5.0,,5.0,
Jake Hewitt,2002-05-31,Jake Hewitt|2002-05-31,Sacred Heart,F,20,4,"5'10""",183,Right,,Offense,Assists,0.15,0.30043859649122806,24.12280701754386,2025-26,20,3.0,,3.0,
Cole Crusberg-Roseen,2002-04-14,Cole Crusberg-Roseen|2002-04-14,Western Michigan,D,19,4,"6'0""",170,Right,,Offense,Assists,0.37,0.2481720430107527,79.83870967741935,2025-26,19,7.0,,7.0,
Lucas Kanta,2001-04-20,Lucas Kanta|2001-04-20,Army West Point,F,24,4,"6'2""",205,Left,,Offense,Assists,,0.30043859649122806,,2025-26,24,,,,
Bodie Nobes,2003-07-18,Bodie Nobes|2003-07-18,Maine,D,16,4,"5'10""",185,Right,,Offense,Assists,0.12,0.2481720430107527,21.774193548387096,2025-26,16,2.0,,2.0,
Carter Schade,2003-03-07,Carter Schade|2003-03-07,Penn State,D,33,5,"5'11""",185,Left,,Offense,Assists,0.12,0.2481720430107527,21.774193548387096,2025-26,33,4.0,,4.0,
Calum Mell,2001-01-30,Calum Mell|2001-01-30,Union,D,32,5,"5'11""",185,Right,,Offense,Assists,0.16,0.2481720430107527,33.33333333333333,2025-26,32,5.0,,5.0,
Adam Jeffery,2001-05-08,Adam Jeffery|2001-05-08,RIT,F,27,5,"6'5""",205,Left,,Offense,Assists,0.11,0.30043859649122806,12.280701754385964,2025-26,27,3.0,,3.0,
Danny Ciccarello,2001-03-23,Danny Ciccarello|2001-03-23,Northern Michigan,F,28,5,"6'0""",203,Right,,Offense,Assists,0.04,0.30043859649122806,1.3157894736842104,2025-26,28,1.0,,1.0,
Gustav Blom,2001-01-30,Gustav Blom|2001-01-30,RIT,D,13,5,"6'0""",185,Right,,Offense,Assists,0.08,0.2481720430107527,14.24731182795699,2025-26,13,1.0,,1.0,
Carson Buydens,2004-03-10,Carson Buydens|2004-03-10,Princeton,F,17,4,"6'3""",183,Right,,Offense,Assists,0.12,0.30043859649122806,17.105263157894736,2025-26,17,2.0,,2.0,
Kyle Aucoin,2002-07-02,Kyle Aucoin|2002-07-02,Miami,D,29,5,"6'0""",185,Left,,Offense,Assists,0.03,0.2481720430107527,1.881720430107527,2025-26,29,1.0,,1.0,
Jack Pascucci,2002-02-15,Jack Pascucci|2002-02-15,Canisius,D,35,4,"6'2""",190,Right,,Offense,Assists,0.17,0.2481720430107527,37.096774193548384,2025-26,35,6.0,,6.0,
Caleb Price,2000-03-31,Caleb Price|2000-03-31,Mercyhurst,D,29,5,"5'10""",165,Left,,Offense,Assists,0.17,0.2481720430107527,37.096774193548384,2025-26,29,5.0,,5.0,
Jonathan Bell,2002-06-22,Jonathan Bell|2002-06-22,Army West Point,D,10,4,"5'10""",201,Left,,Offense,Assists,,0.2481720430107527,,2025-26,10,,,,
Zane Demsey,2001-11-04,Zane Demsey|2001-11-04,Northern Michigan,D,31,5,"6'2""",190,Left,,Offense,Assists,0.06,0.2481720430107527,10.483870967741936,2025-26,31,2.0,,2.0,
Pierce Patterson,2002-02-06,Pierce Patterson|2002-02-06,Army West Point,F,19,4,"5'9""",165,Right,,Offense,Assists,0.26,0.30043859649122806,48.39181286549707,2025-26,19,5.0,,5.0,
Joaquim Lemay,2002-07-28,Joaquim Lemay|2002-07-28,Northeastern,D,10,5,"6'1""",185,Left,,Offense,Assists,0.2,0.2481720430107527,45.16129032258064,2025-26,10,2.0,,2.0,
Viking Gustafsson Nyberg,2003-09-21,Viking Gustafsson Nyberg|2003-09-21,UConn,D,38,4,"6'6""",225,Left,,Offense,Assists,0.29,0.2481720430107527,66.39784946236558,2025-26,38,11.0,,11.0,
Dylan Finlay,2001-10-24,Dylan Finlay|2001-10-24,Northeastern,D,34,5,"6'1""",192,Left,,Offense,Assists,0.24,0.2481720430107527,55.107526881720425,2025-26,34,8.0,,8.0,
Anthony Calafiore,2002-04-06,Anthony Calafiore|2002-04-06,Maine,F,14,4,"5'9""",170,Right,,Offense,Assists,,0.30043859649122806,,2025-26,14,,,,
Tucker McRae,2001-04-11,Tucker McRae|2001-04-11,Dartmouth,D,32,5,"6'0""",190,Left,,Offense,Assists,0.06,0.2481720430107527,10.483870967741936,2025-26,32,2.0,,2.0,
Dylan Gratton,2003-02-25,Dylan Gratton|2003-02-25,Vermont,D,23,5,"6'0""",181,Left,,Offense,Assists,0.04,0.2481720430107527,4.56989247311828,2025-26,23,1.0,,1.0,
Niko Rexine,2002-06-20,Niko Rexine|2002-06-20,Colgate,F,13,4,"6'2""",194,Right,,Offense,Assists,0.15,0.30043859649122806,24.12280701754386,2025-26,13,2.0,,2.0,
Carson Peters,2002-10-28,Carson Peters|2002-10-28,St. Thomas,D,20,5,"6'3""",201,Left,,Offense,Assists,,0.2481720430107527,,2025-26,20,,,,
Devon Carlstrom,2002-03-05,Devon Carlstrom|2002-03-05,Stonehill,D,24,4,"6'3""",185,Left,,Offense,Assists,,0.2481720430107527,,2025-26,24,,,,
Kaden Muir,2004-05-09,Kaden Muir|2004-05-09,Mercyhurst,D,25,4,"6'2""",190,Right,,Offense,Assists,,0.2481720430107527,,2025-26,25,,,,
Jack Blake,2001-09-21,Jack Blake|2001-09-21,Bowling Green,D,17,4,"6'1""",185,Left,,Offense,Assists,0.12,0.2481720430107527,21.774193548387096,2025-26,17,2.0,,2.0,
Trevor Smith,2001-03-02,Trevor Smith|2001-03-02,Army West Point,F,12,4,"5'9""",185,Right,,Offense,Assists,,0.30043859649122806,,2025-26,12,,,,
Felix Trudeau,2002-09-24,Felix Trudeau|2002-09-24,Sacred Heart,F,39,5,"6'2""",190,Left,,Offense,Points,1.23,0.5056090651558074,99.15014164305948,2025-26,39,48.0,25.0,23.0,
Lucas Wahlin,2001-05-03,Lucas Wahlin|2001-05-03,St. Thomas,F,35,5,"6'0""",170,Right,,Offense,Points,1.0,0.5056090651558074,93.76770538243626,2025-26,35,35.0,21.0,14.0,
Walter Zacher,2002-04-02,Walter Zacher|2002-04-02,Canisius,F,32,4,"5'11""",181,Right,,Offense,Points,0.97,0.5056090651558074,92.63456090651559,2025-26,32,31.0,19.0,12.0,
